netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's8685',b'TV Show',b'Vroomiz',,"b'Joon-seok Song, Jeong-hwa Yang, Sang-hyun Um, So-yeong Lee, Jeong-shin Woo, So-yeong Hong, Tae-yeol Jeon'",b'South Korea',2017-08-01,2016,b'TV-Y',b'3 Seasons',"b""Kids' TV, Korean TV Shows""","b'For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems.'"
b's8686',b'Movie',b'VS.',b'Ed Lilly',"b'Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James'",b'United Kingdom',2019-06-19,2018,b'TV-MA',b'99 min',b'Dramas',"b'A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her.'"
b's8687',b'Movie',b'Waar',b'Bilal Lashari',"b'Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari'",b'Pakistan',2017-07-01,2013,b'TV-MA',b'130 min',"b'Action & Adventure, International Movies'","b""When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."""
b's8688',b'Movie',b'Waarrior Savitri',b'Param Gill',"b'Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary'",b'India',2017-11-01,2016,b'TV-14',b'120 min',"b'Action & Adventure, International Movies, Sci-Fi & Fantasy'","b'In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.'"
b's8689',b'Movie',b'Waiting',b'Anu Menon',"b'Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur'",b'India',2018-05-01,2015,b'TV-MA',b'94 min',"b'Dramas, International Movies'","b'While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.'"
b's8690',b'Movie',b'Waiting...',b'Rob McKittrick',"b'Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzm\xc3\xa1n, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook'",b'United States',2020-09-23,2005,b'R',b'94 min',"b'Comedies, Independent Movies'",b'Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.'
b's8691',b'TV Show',b'Wake Up',,"b'Jag Huang, Chris Wu, Tiffany Hsu, Michael Huang, Lego Li, Summer Meng'",,2018-03-31,2017,b'TV-14',b'2 Seasons',"b'International TV Shows, TV Dramas'","b'After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system.'"
b's8692',b'Movie',b'Wakefield',b'Robin Swicord',"b""Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter""",b'United States',2019-03-02,2016,b'R',b'109 min',b'Dramas',"b'An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.'"
b's8693',b'Movie',b'Walk with Me',"b'Marc Francis, Max Pugh'","b'Benedict Cumberbatch, Thich Nhat Hanh'",b'United Kingdom',2017-12-26,2017,b'TV-PG',b'94 min',b'Documentaries',b'A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.'
b's8694',b'Movie',b'Walking Out',"b'Alex Smith, Andrew J. Smith'","b'Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone'",b'United States',2019-10-01,2017,b'PG-13',b'96 min',"b'Dramas, Independent Movies, Thrillers'","b'A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.'"
b's8695',b'Movie',b'War',b'Philip G. Atwell',"b'Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzm\xc3\xa1n, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song'","b'United States, Canada'",2019-04-01,2007,b'R',b'103 min',b'Action & Adventure',"b'When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.'"
b's8696',b'Movie',b'War Chhod Na Yaar',b'Faraz Haider',"b'Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa'",b'India',2019-03-02,2013,b'TV-14',b'109 min',"b'Comedies, Dramas, International Movies'","b'Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.'"
b's8697',b'Movie',b'War Horse',b'Steven Spielberg',"b'Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham'","b'United States, India'",2019-05-06,2011,b'PG-13',b'147 min',b'Dramas',"b'During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.'"
b's8698',b'Movie',b'War on Everyone',b'John Michael McDonagh',"b'Alexander Skarsg\xc3\xa5rd, Michael Pe\xc3\xb1a, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett'",b'United Kingdom',2019-12-03,2016,b'R',b'98 min',"b'Action & Adventure, Comedies'","b'Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated.'"
b's8699',b'Movie',b'Warda',b'Hadi El Bagoury',"b'Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed'",b'Egypt',2019-04-18,2014,b'TV-14',b'73 min',"b'Horror Movies, Independent Movies, International Movies'","b""When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn."""
b's8700',b'Movie',b'Warehoused',b'Jack Zagha Kababie',"b'Jos\xc3\xa9 Carlos Ruiz, Hoze Mel\xc3\xa9ndez'",b'Mexico',2017-11-01,2015,b'TV-14',b'92 min',"b'Comedies, Dramas, International Movies'",b'A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.'
b's8701',b'TV Show',b'Wartime Portraits',,,b'Poland',2016-09-15,2014,b'TV-MA',b'1 Season',"b'Docuseries, International TV Shows'","b'Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II.'"
b's8702',b'Movie',b'Water & Power: A California Heist',b'Marina Zenovich',,b'United States',2018-02-01,2017,b'PG',b'78 min',b'Documentaries',b'California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.'
b's8703',b'Movie',b'Waterschool',b'Tiffanie Hsu',,"b'United States, Brazil, India, Uganda, China'",2018-07-25,2018,b'TV-G',b'68 min',b'Documentaries',"b""Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."""
b's8704',b'Movie',b'We Are Your Friends',b'Max Joseph',"b'Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams'","b'United Kingdom, France, United States'",2020-01-27,2015,b'R',b'96 min',"b'Dramas, Independent Movies, Music & Musicals'","b""An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend."""
b's8705',b'Movie',b'We Belong Together',b'Chris Stokes',"b'Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon'",b'United States',2019-07-16,2018,b'TV-14',b'83 min',b'Thrillers',b'A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy \xe2\x80\x93 perhaps deadly \xe2\x80\x93 infatuation.'
b's8706',b'Movie',b'We Need to Talk',b'David Serrano',"b'Hugo Silva, Michelle Jenner, Ernesto Sevilla, Bel\xc3\xa9n Cuesta, \xc3\x93scar Ladoire, Ilay Kurelovic, Ver\xc3\xb3nica Forqu\xc3\xa9, Luis Jaspe, Borja Luna, Jos\xc3\xa9 Luis Mar\xc3\xadn'",b'Spain',2016-09-01,2016,b'TV-MA',b'91 min',"b'Comedies, International Movies, Romantic Movies'","b""A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order."""
b's8707',b'Movie',b'We the Animals',b'Jeremiah Zagar',"b'Evan Rosado, Josiah Gabriel, Isaiah Kristian, Ra\xc3\xbal Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley'",b'United States',2019-02-11,2018,b'R',b'93 min',"b'Dramas, Independent Movies'","b""A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening."""
b's8708',b'Movie',"b'We, the Marines'",b'Greg MacGillivray',,b'United States',2018-07-01,2017,b'TV-PG',b'38 min',"b'Documentaries, International Movies'","b'Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.'"
b's8709',b'Movie',"b""We're No Animals""",b'Alejandro Agresti',"b'John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarc\xc3\xb3n, Norman Briski, Lucila Sol\xc3\xa1, Juana Viale, Pablo Bossi, Leticia Br\xc3\xa9dice'","b'United States, Argentina'",2017-08-15,2015,b'TV-MA',b'94 min',"b'Comedies, Dramas, Independent Movies'","b'Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.'"
b's8710',b'Movie',b'Weather forecast',b'Antoni Krauze',"b'Halina Buyno-\xc5\x81oza, Zofia Cegie\xc5\x82kowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczy\xc5\x84ska, Jerzy Block'",b'Poland',2019-10-01,1983,b'TV-MA',b'91 min',"b'Dramas, International Movies'","b'When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.'"
b's8711',b'TV Show',b'Weeds',,"b'Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco'",b'United States',2014-04-01,2012,b'TV-MA',b'8 Seasons',"b'TV Comedies, TV Dramas'","b""A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death."""
b's8712',b'Movie',b'Weeds on Fire',b'Chi Fat Chan',"b'Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb'",b'Hong Kong',2018-09-27,2016,b'TV-MA',b'95 min',"b'Dramas, Independent Movies, International Movies'","b'In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.'"
b's8713',b'TV Show',b'Weird Wonders of the World',,b'Chris Packham',b'United Kingdom',2017-03-31,2016,b'TV-PG',b'2 Seasons',"b'British TV Shows, Docuseries, Science & Nature TV'","b""From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena."""
b's8714',b'Movie',b'Welcome 2 Karachi',b'Ashish R. Mohan',"b'Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah'",b'India',2018-03-01,2015,b'TV-MA',b'124 min',"b'Comedies, International Movies'","b'Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach \xe2\x80\x93 in Karachi, Pakistan.'"
b's8715',b'Movie',b'Welcome to Monster High: The Origin Story',"b'Stephen Donnelly, Olly Reid, Jun Falkenstein'","b'Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith'",b'United States',2017-10-01,2016,b'TV-Y7',b'73 min',b'Children & Family Movies',"b""Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time."""
b's8716',b'Movie',b'Welcome to New York',b'Abel Ferrara',"b'G\xc3\xa9rard Depardieu, Jacqueline Bisset, Marie Mout\xc3\xa9, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James'","b'United States, France'",2017-03-23,2014,b'R',b'108 min',"b'Dramas, Independent Movies'","b""A lecherous World Bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to New York."""
b's8717',b'Movie',b'Welcome to Willits',b'Trevor Ryan',"b'Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin'",b'United States',2018-02-06,2017,b'TV-MA',b'84 min',"b'Comedies, Horror Movies, Independent Movies'","b""A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California."""
b's8718',b'Movie',b'Westerplatte Resists',b'Stanis\xc5\x82aw R\xc3\xb3\xc5\xbcewicz',"b'Zygmunt H\xc3\xbcbner, Arkadiusz Bazak, Tadeusz Schmidt, J\xc3\xb3zef Nowak, Tadeusz Pluci\xc5\x84ski, Bogusz Bilewski'",b'Poland',2019-10-01,1967,b'TV-MA',b'93 min',"b'Classic Movies, Dramas, International Movies'","b'At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.'"
b's8719',b'Movie',b'Westside vs. the World',b'Michael Fahey',"b'Ron Perlman, Louie Simmons'",,2019-08-09,2019,b'TV-MA',b'96 min',"b'Documentaries, Sports Movies'","b'A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.'"
b's8720',b'Movie',b'What a Wonderful Family!',b'Huang Lei',"b'Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang'",b'China',2018-07-01,2017,b'TV-14',b'102 min',"b'Comedies, Dramas, International Movies'","b'In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.'"
b's8721',b'TV Show',b'What Happens to My Family',,"b'Settar Tanr\xc4\xb1\xc3\xb6\xc4\x9fen, Uraz Kayg\xc4\xb1laro\xc4\x9flu, Berna Koralt\xc3\xbcrk, Melis T\xc3\xbcz\xc3\xbcng\xc3\xbc\xc3\xa7, \xc3\x96zg\xc3\xbcn Karaman, T\xc3\xbclay Bursa, Tolga Pancaro\xc4\x9flu, Ertun\xc3\xa7 Tuncer, Cansu G\xc3\xbcltekin'",b'Turkey',2017-05-05,2016,b'TV-14',b'1 Season',"b'International TV Shows, TV Comedies, TV Dramas'",b'A na\xc3\xafve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.'
b's8722',b'TV Show',b'What Is Love?',,"b'Chris Wu, Jade Chou, Duncan Lai, King Chin, Kimi Hsia, Gina Lim'",b'Taiwan',2017-01-01,2012,b'TV-14',b'1 Season',"b'International TV Shows, Romantic TV Shows, TV Comedies'","b'A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.'"
b's8723',b'Movie',b'What Lies Beneath',b'Robert Zemeckis',"b'Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton'",b'United States',2020-01-01,2000,b'PG-13',b'130 min',"b'Horror Movies, Thrillers'","b""When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head."""
b's8724',b'Movie',b'What Makes a Psychopath?',b'Rebecca Harrison',,b'United Kingdom',2019-02-01,2017,b'TV-14',b'52 min',b'Documentaries',"b'This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history.'"
b's8725',b'Movie',b'What Still Remains',b'Josh Mendoza',"b""Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Peter O'Brien, Dohn Norwood, Jeff Kober, Roshon Fegan, Siena Goines, Chris Ellis, Tobias Jelinek""",b'United States',2018-12-21,2018,b'TV-14',b'91 min',"b'Dramas, Thrillers'","b'Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.'"
b's8726',b'Movie',"b""What's Up With Love?""","b'Rudy Soedjarwo, Riri Riza'","b'Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara'",b'Indonesia',2018-12-08,2002,b'R',b'110 min',"b'Dramas, International Movies, Romantic Movies'","b'A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.'"
b's8727',b'TV Show',b'When Calls the Heart',,"b'Erin Krakow, Daniel Lissing, Lori Loughlin, Martin Cummins, Chelah Horsdal, Gracyn Shinyei, Jack Wagner, Mitchell Kummen, Loretta Walsh, Erica Carroll, Darius Zaviceanu, Charlotte Hegele, Steve Bacic, Adrian Hough'",b'United States',2018-12-29,2017,b'TV-PG',b'5 Seasons',b'TV Dramas',"b'Leaving behind her upper-crust city roots, a woman journeys west in the early 1900s to become a teacher in a small Canadian mining community.'"
b's8728',b'Movie',b'When Hari Got Married',"b'Ritu Sarin, Tenzing Sonam'",,"b'United Kingdom, India, United States'",2016-12-25,2013,b'NR',b'75 min',"b'Documentaries, International Movies'","b'A small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in India.'"
b's8729',b'Movie',b'When Two Worlds Collide',"b'Heidi Brandenburg, Mathew Orzel'",,"b'Peru, United States, United Kingdom'",2016-11-30,2016,b'TV-14',b'103 min',"b'Documentaries, International Movies'",b'This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.'
b's8730',b'Movie',b'Where the Money Is',b'Marek Kanievska',"b'Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett'","b'Germany, United States, United Kingdom, Canada'",2020-01-15,2000,b'PG-13',b'89 min',"b'Action & Adventure, Comedies, Dramas'","b""Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse."""
b's8731',b'Movie',"b""Where's the Money""",b'Scott Zabielski',"b'Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta'",b'United States',2018-01-22,2017,b'R',b'86 min',b'Comedies',"b'Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity.'"
b's8732',b'Movie',"b""While We're Young""",b'Noah Baumbach',"b'Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin, Adam Horovitz, Dree Hemingway, Brady Corbet, Maria Dizzia, Matthew Maher, Peter Yarrow, Dean Wareham'",b'United States',2017-10-23,2015,b'R',b'97 min',"b'Comedies, Dramas, Independent Movies'","b'A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work.'"
b's8733',b'Movie',b'White Chamber',b'Paul Raschid',"b'Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds'",b'United Kingdom',2019-08-01,2018,b'TV-MA',b'89 min',"b'Sci-Fi & Fantasy, Thrillers'","b""When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess."""
b's8734',b'Movie',b'White Island',b'Benjamin Turner',"b'Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura'",b'United Kingdom',2017-09-25,2016,b'TV-MA',b'91 min',"b'Comedies, Independent Movies, Thrillers'","b""Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left."""
b's8735',b'Movie',b'Who the F**k Is That Guy?',b'Drew Stone',b'Michael Alago',b'United States',2017-09-01,2017,b'TV-MA',b'78 min',"b'Documentaries, LGBTQ Movies, Music & Musicals'","b'Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica.'"
b's8736',b'Movie',"b""Who's That Knocking at My Door?""",b'Martin Scorsese',"b'Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala, Harry Northup, Susan Wood, Marissa Mathes, Catherine Scorsese'",b'United States',2019-07-01,1967,b'R',b'90 min',"b'Classic Movies, Dramas, Independent Movies'","b""A woman's revelation that she was once raped sends her boyfriend, a reformed street thug, into an emotional and spiritual tailspin."""
b's8737',b'TV Show',"b""Who's the One""",,"b'Tien Hsin, Weber Yang, Pink Yang, Johnny Lu, Amanda Chou, Xiu Qin'",b'Taiwan',2017-01-01,2011,b'TV-14',b'1 Season',"b'International TV Shows, Romantic TV Shows, TV Comedies'","b""A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man."""
b's8738',b'Movie',b'Why Are We Getting So Fat?',"b'Milla Harrison-Hansley, Alicky Sussman'",b'Giles Yeo',b'United Kingdom',2019-02-01,2016,b'TV-14',b'50 min',b'Documentaries',b'A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.'
b's8739',b'Movie',b'Why Knot',b'Dhruv Dhawan',,"b'Canada, India, Thailand, United States, United Arab Emirates'",2017-10-15,2016,b'TV-MA',b'84 min',b'Documentaries',"b'Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.'"
b's8740',b'Movie',b'Why We Fight: The Battle of Russia',"b'Frank Capra, Anatole Litvak'",,b'United States',2017-03-31,1943,b'TV-PG',b'82 min',b'Documentaries',"b""This installment of Frank Capra's acclaimed documentary series highlights the need for a Russo-American alliance to defeat the Nazis."""
b's8741',b'TV Show',b'Wild Alaska',,b'Dougray Scott',b'United Kingdom',2017-03-31,2015,b'TV-PG',b'1 Season',"b'British TV Shows, Docuseries, Science & Nature TV'","b'The natural bounty of Alaska sustains its diverse species through extreme weather conditions in three seasons, each with its rewards and challenges.'"
b's8742',b'TV Show',b'Wild Arabia',,b'Alexander Siddig',b'United Kingdom',2017-03-31,2013,b'TV-PG',b'1 Season',"b'British TV Shows, Docuseries, Science & Nature TV'",b'The widely varied geology and dramatic landscapes in the continental crossroads of Arabia harbors a rich history and an abundance of wildlife.'
b's8743',b'Movie',b'Wild Wild West',b'Barry Sonnenfeld',"b'Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling'",b'United States',2020-01-01,1999,b'PG-13',b'106 min',"b'Action & Adventure, Comedies, Sci-Fi & Fantasy'","b'Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.'"
b's8744',b'Movie',b'Wildlife',b'Paul Dano',"b'Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox'",b'United States',2020-09-01,2018,b'PG-13',b'105 min',"b'Dramas, Independent Movies'","b'A teen\xe2\x80\x99s life in 1960 Montana grows complicated when his father is fired, his mother returns to work, and the strain on the family begins to show.'"
b's8745',b'Movie',b'Williams',b'Morgan Matthews',,b'United Kingdom',2017-11-04,2017,b'TV-MA',b'105 min',"b'Documentaries, International Movies, Sports Movies'","b""This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire \xe2\x80\x93 and the near-fatal crash that nearly stalled its future."""
b's8746',b'Movie',b'Willy Wonka & the Chocolate Factory',b'Mel Stuart',"b'Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit'","b'United States, East Germany, West Germany'",2020-01-01,1971,b'G',b'100 min',"b'Children & Family Movies, Classic Movies, Comedies'",b'Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.'
b's8747',b'Movie',b'Winnie',b'Pascale Lamche',,"b'France, Netherlands, South Africa, Finland'",2018-02-26,2017,b'TV-14',b'85 min',"b'Documentaries, International Movies'","b'Winnie Mandela speaks about her extraordinary and controversial career, from her early life to her marriage to her ongoing efforts to end apartheid.'"
b's8748',b'TV Show',b'Winsanity',,b'Donald Faison',b'United States',2018-12-15,2016,b'TV-G',b'1 Season',b'Reality TV',b'Actor Donald Faison hosts this game show in which contestants must arrange numerical-based trivia tidbits from largest to smallest for various prizes.'
b's8749',b'Movie',b'Winter of Our Dreams',b'John Duigan',"b'Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae'",b'Australia',2016-11-01,1981,b'NR',b'86 min',"b'Classic Movies, Dramas'","b'After the death of a long-ago lover, married philanderer Rob tracks down her friend, a drug-addicted prostitute desperate to escape her dead-end life.'"
b's8750',b'TV Show',b'Winter Sun',,"b'\xc5\x9e\xc3\xbckr\xc3\xbc \xc3\x96zy\xc4\xb1ld\xc4\xb1z, Asl\xc4\xb1 Enver, \xc5\x9eenay G\xc3\xbcrler, Ba\xc5\x9fak Parlak, Mahir G\xc3\xbcn\xc5\x9firay, Hakan Boyav, Hakan Ger\xc3\xa7ek, Berrak Ku\xc5\x9f, Gamze S\xc3\xbcner Atay, Mehmet Esen'",b'Turkey',2017-08-01,2014,b'TV-MA',b'1 Season',"b'International TV Shows, TV Dramas, TV Thrillers'","b'Years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge.'"
b's8751',b'Movie',"b""Winter's Bone""",b'Debra Granik',"b'Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Lauren Sweetser, Tate Taylor'",b'United States',2019-03-01,2010,b'R',b'100 min',"b'Dramas, Independent Movies'","b""In this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety."""
b's8752',b'Movie',b'Wish I Was Here',b'Zach Braff',"b'Zach Braff, Kate Hudson, Donald Faison, Joey King, Josh Gad, Jim Parsons, Pierce Gagnon, Mandy Patinkin, Ashley Greene, Michael Weston'",b'United States',2018-08-16,2014,b'R',b'106 min',"b'Comedies, Dramas, Independent Movies'","b""With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly."""
